AB, 4000000
BC, 4700000
NB, 750000
NL, 525000
NS, 925000
MB, 1300000
ON, 14000000
QC, 8500000
SK, 1100000
Italy, 60000000
France, 67000000
Spain, 46000000
Canada, 38000000
